"nombreLugar","networkIp","cidr","wanIp","wanCidr","wanIp1","wanIp2","wanBroadcast","enlace"
"San Jose, Desamparados, Patarra, Guatuso, 300 metros al norte de la Iglesia Catolica de Guatuso TELEFONO CONTACTO 22179810","10.42.191.0","24","192.168.45.60","30","","","","17301357"
"EBAIS DE BARRIO ASIS, ORIENTAL 50MTS OESTE DE LA ESQUINA SO DE LA PLAZA DE ASIS.","10.42.192.0","24","192.168.45.64","30","","","","17322290"
"EBAIS SUR, FILADELFIA, CARRILLO 300MTS SUR Y 100MTS OESTE DEL PALI DE FILADELFIA.","10.30.82.0","24","192.168.45.68","30","","","","17322060"
"ALAJUELA, UPALA, EN EL EBAIS DE CANALETE UBICADO EN EL CENTRO DE LA COMUNIDAD.","10.30.14.0","24","192.168.45.76","30","","","","17302557"
"PALMAR NORTE 200MTS SUR DE LAS OFICINAS DEL ICE, EN LA SUCURSAL DE LA CCSS","10.13.7.0","24","192.168.45.8","30","","","","17312250"
"ALAJUELA UPALA, EN EL EBAIS DE BIJAGUA UBIDADO 25MTS NORTE DEL SALON 5R EN EL CENTRO DE LA COMUNIDAD","10.30.18.0","24","192.168.45.80","30","","","","17361550"
"ALAJUELA UPALA, EN EL EBAIS DE SAN JOSE, UBICADO EN EL CENTRO DE LA COMUNIDAD.","10.30.17.0","24","192.168.45.84","30","","","","17362480"
"ALAJUELA UPALA, EN EL EBAIS DE AGUS CLARAS UBICADO DIAGONAL DE LA ESCUELA SAN ISIDRO.","10.30.16.0","24","192.168.45.88","30","","","","17361430"
"EN EL EBAIS DE COLONIA PUNTARENAS UBICADO FRENTE A LA ESCUELA DE COLONIA.","10.30.15.0","24","192.168.45.92","30","","","","17321590"
"AJAJUELA, UPALA, EN EL EBAIS DE MORENO CAÑAS UBICADO en la Localidad de Moreno cañas, Contiguo a la escuela de moreno cañas.
","10.30.100.0","24","192.168.45.96","30","","","","17321832"
"EBAIS Itiquis, Alajuela Norte, 100 metros noroeste del puente del Río Itiquis, Antigua Escuela.","10.70.197.0","24","192.168.46.0","30","","","","17302248"
"EBAIS SAN MART¿N, DE LE¿N CORT¿Z, 100 O DE LA ESCUELA DE LE¿N CORT¿Z.","10.42.205.0","24","192.168.46.100","30","","","","17301561"
"EN LA SEDE DE FARMACIA DEL AREA DE SALUD DE DESAMPARADOS 3. FRENTE AL AREA DE SALUD DE DESAMPARADOS 3.","10.42.207.0","24","192.168.46.104","30","","","","17301232"
"EL ROBLE DE PUNTARENAS, 200MTS ESTE DEL EDIFICIO PRINCIPAL DE HOSPITAL MONSE¿OR SANABRIA. FRENTE AL BAR LOS 3 VILLALOBOS. EDIF HOSPITALIZACION.","10.90.173.0","24","192.168.46.108","30","","","","17301965"
"EN EL EBAIS DE SANTA TERESITA DE TURRIALBA, DEL SUPER SANTA TERESITA 150 OESTE, MANO IZQUIERDA.","10.42.149.0","24","192.168.46.124","30","","","","17302632"
"EN EL EBAIS DE PEJIBAYE DE JIMENEZ DE TURRIALBA. 50M OESTE DEL SUPERMERCADO RIO PEJIBAYE, CONTIGUO A LA ESCUELA MARIA CASTRO MADRIZ.","10.42.151.0","24","192.168.46.132","30","","","","17301624"
"Santa Cruz, Turrialba, contiguo a la Super Santa Cruz, 300 metros al sureste de la Parroquia Inmaculada Concepción de María de Santa Cruz en el nuevo Ebais CONTACTO EN SITIO Greivin Valverde López 8715-5039 O Bryan Marin Alvarez 8721-8758","10.42.140.0","24","192.168.46.136","30","","","","17302309"
"EN EL EBAIS DE TUCURRIQUE. DEL CONSEJO MUNICIPAL 100 NORTE Y 25 OESTE, MANO DERECHA.","10.42.148.0","24","192.168.46.140","30","","","","17301508"
"ALAJUELA, EDIFICIO ANEXO DE LA SEDE DEL ¿REA DE SALUD DE ALAJUELA SUR, COSTADO NORESTE DEL TEMPLO CATOLICO","10.70.67.0","24","192.168.46.144","30","","","","17301507"
"EN EL EBAIS DE RIO SEGUNDO DE ALAJUELA, CONTIGUO A LA GUARDIA RURAL DE LA COMUNIDAD.","10.70.76.0","24","192.168.46.148","30","","","","17301506"
"EN EL EBAIS DE LA GUACIMA. 100 ESTE DEL SUPERMERCADO LA CANASTITA.","10.70.71.0","24","192.168.46.152","30","","","","17301503"
"EN EL EBAIS DE RINCON CHIQUITO. COSTADO OESTE DEL TEMPLO CATOLICO DE LA COMUNIDAD.","10.70.72.0","24","192.168.46.156","30","","","","17301504"
"EN EL NUEVO EBAIS DE SAN ANTONIO DE ALAJUELA, A LA PAR DE LA AGENCIA DEL ICE","10.70.74.0","24","192.168.46.160","30","","","","17350661"
"EN EL EBAIS EL ROBLE. COSTADO SUR DE LA PLAZA DE DEPORTES DE LA COMUNIDAD.","10.70.75.0","24","192.168.46.164","30","","","","17302164"
"EN EL EBAIS DE CIRUELAS. CONTIGUO A LA GUARDIA RURAL.","10.70.73.0","24","192.168.46.168","30","","","","17301502"
"sal¿n parroquial de la iglesia de Monserrat de Alajuela, Ebais Villa Bonita CONTACTO EN SITIO Jose Alberto Duran Piedra TEL 8875-1826","10.70.77.0","24","192.168.46.172","30","","","","17301501"
"EN EL EBAIS DEL EMPALME DEL GUARCO. 50 NORTE DE LA GASOLINERA.","10.42.59.0","24","192.168.46.176","30","","","","17302262"
"CARTAGO, EL GUARCO, TOBOSI, CONTIGUO A LA GUARDI RURAL DE TOBOSI.","10.42.62.0","24","192.168.46.180","30","","","","17301307"
"PUNTARENAS, CORREDORES, LA CUESTA, EN EL EBAIS LA CUESTA JUNTO A LOS COMANDOS, AREA DE SALUD DE CORREDORES (CL¿NICA), CONTIGUO A LA SUCURSAL DE LA CCSS.","10.130.21.0","24","192.168.46.184","30","","","","17301519"
"EN EL EBAIS DE SAN PABLO DE OREAMUNO, 100 ESTE DEL EBAIS ACTUAL.","10.42..218.0","24","192.168.46.188","30","","","","17305702"
"DEL BANCO NACIONAL EN SAN PEDRO. 500 SUR Y 150 OESTE, EDIFICIO CELESTE DE 3 PISOS. CONTACTO JOSE SOLIS TEL 71729045
COORDINAR PREVIO CON EL CLIENTE LA VISITA DE 24 A 48 HRS","10.16.14.0","24","192.168.46.192","30","","","","17301521"
"EN EL EBAIS DE SARCHI SUR, VALVERDE VEGA. 200 NORTE DE LA IGLESIA CATOLICA DE SARCHI SUR.","10.70.177.0","24","192.168.46.196","30","","","","17303551"
"SAN RAMON CENTRO, NUEVO EDIFICIO DE FARMACIA Y VALIDACIÓN, FRENTE A OPTICA CRISTAL.","10.150.56.0","24","192.168.46.20","30","","","","17300725"
"EN EL EBAIS DE JIMENEZ DE POCOCI DE GUAPILES, AL COSTADO SUR DE LA PLAZA DE DEPORTES.","10.50.68.0","24","192.168.46.200","30","","","","17302412"
"EN EL EBAIS DE SAHINO DE PITAL DE SAN CARLOS, 3KM NORTE DE LA ESTACION DE GASOLINA EL CRUCE.","10.150.48.0","24","192.168.46.204","30","","","","17302497"
"Ebais de Guayabo, Guayabo de Mora, contiguo a la casa de la Cultura.","10.42.90.0","24","192.168.46.216","30","","","","17302204"
"Mora,Tabarcia. 200 mts. Norte de la  Iglesia  Católica. En el Ebais de Tabarcia.","10.42.91.0","24","192.168.46.220","30","","","","17302227"
"Acosta, Palmichal. Contiguo a la  escuela  de  la  Localidad. EBAIS DE PALMICHAL","10.42.92.0","24","192.168.46.224","30","","","","17302228"
"San José, Goicoechea, Ipís, Zetillal, de la guardia rural, 500 mtrs norte, 100 Este y 500 Sur. EBAIS de Zetillal","10.42.213.0","24","192.168.46.228","30","","","","17302203"
"Turrubares, San Pablo. Costado Sur del Templo Cat¿lico. EN EL EBAIS DE TURRUBARES.","10.42.122.0","24","192.168.46.232","30","","","","17302213"
"CARTAGO, EN EL EBAIS DE LLANO GRANDE, 100 NORTE DEL SALON TENAMPA.","10.42.49.0","24","192.168.46.24","30","","","","17300522"
"Desamparados, El Rosario. En el Salón Comunal.
","10.42.219.0","24","192.168.46.240","30","","","","17302217"
"Desamparados, San Juan de Dios.  En el Salón Comunal. eN EL EBAIS SAN JUAN 11","10.42.206.0","24","192.168.46.244","30","","","","17302216"
"Puriscal, Mercedes Sur, Salitrales. Frente al Sal¿n Comunal.
EBAOS DE SALITRALES.","10.42.120.0","24","192.168.46.248","30","","","","17302215"
"Puriscal, Chires, La Gloria. Contiguo a la Delegaci¿n de la Guardia de Asistencia Rural. EBAIS LA GLORIA","10.42.121.0","24","192.168.46.252","30","","","","17302214"
"CARTAGO, EN EL EBAIS OCCIDENTAL, FRENTE A LA BOMBA PIEDRA.","10.42.43.0","24","192.168.46.28","30","","","","17300526"
"HEREDIA, EN EL EBIAS CIUDADELA BERNARDO BENAVIDEZ, DEL CEMENTERIO DE HEREDIA 100 OESTE Y 150 SUR.","10.70.198.0","24","192.168.46.32","30","","","","17300527"
"EN EL EBIAS DE GUATUSO DE DESAMPARADOS, 40 NORTE DE CONAPROCAL.","10.42.201.0","24","192.168.46.36","30","","","","17300532"
"EBAIS San Isidro, Alajuela Norte. Frente al Colegio Otilio Ulate Blanco","10.70.196.0","24","192.168.46.4","30","","","","17302393"
"EN EL EBAIS DE RIO CLARO DE GOLFITO, PUNTARENAS.","10.130.19.0","24","192.168.46.40","30","","","","17300722"
"EN EL EBAIS DE COCORI, URBANIZACION COCORI,AGUA CALIENTE,DEL ANTIGUO SPORT CENTER 300 SUR, 300 OESTE, 100 SUR Y 50 OESTE.","10.42.202.0","24","192.168.46.44","30","","","","17301165"
"Ebais El Alto del Carmen Sector 7. De la Iglesia Católica El Alto del Carmen 100m al Sur. barrio el Carmen, la Unión.","10.42.68.0","24","192.168.46.48","30","","","","17300783"
"EBAIS LA CIMA, CONTIGUO A LA ESCUELA DE LA LOCALIDAD.
BO. PALO VERDE, KM32 DE LA INTERAMERICANA SUR.","10.42.85.0","24","192.168.46.56","30","","","","17300714"
"EBAIS SAN ANTONIO, FRENTE A LA IGLESIA CATOLICA DE SAN ANTONIO DE LEON CORTEZ.","10.42.77.0","24","192.168.46.60","30","","","","17300787"
"EBAIS COPEY DE DOTA, DEL TEMPLO CATOLICO DE COPEY 100 OESTE 7 50 SUR.","10.42.84.0","24","192.168.46.64","30","","","","17300781"
"EBAIS SANTA CRUZ DE LEON CORTEZ, COSTADO OESTE DEL CENTRO DE NUTRICION.","10.42.75.0","24","192.168.46.68","30","","","","17300782"
"EBAIS DE DULCE NOMBRE EN LA UNION DE CARTAGO, 75 ESTE DEL CENTRO EDUCATIVO MOISES COTO FERNANDEZ.","10.42.67.0","24","192.168.46.72","30","","","","17300716"
"DIRECCION REGIONAL HUETAR ATLANTICA, CONTIGUO A LA SUCURSAL DE LA CCSS, A UN COSTADO DEL HOSPITAL TONY FACIO,LIMON","10.12.1.0","24","192.168.46.76","30","","","","17303780"
"Cartago, La Unión, Tres Ríos. EBAIS San Rafael Norte, sector 3. De la terminal de busetas 50 mts al Este","10.42.66.0","24","192.168.46.80","30","","","","17300851"
"LIM¿N, TALAMANCA, EBAIS DE SEPEQUE.
NO EXISTE NUMERO INSTALADO EN LA ZONA.","10.50.108.0","24","192.168.46.88","30","","","","17321472"
"EBAIS PROVIDENCIA, DOTA, COPEY,CONTIGUO A LA ESCUELA DE LA LOCALIDAD.","10.42.86.0","24","192.168.46.92","30","","","","17301973"
"EBAIS CEDRAL, DE LE¿N CORTEZ, DE LA ESCUELA DE LA LOCALIDAD 100MTS OESTE.","10.42.204.0","24","192.168.46.96","30","","","","17301231"
"EN EL EBAIS DE SARDINAL,CARRILLO, GUANACASTE, FRENTE AL BANCO POPULAR.","10.30.85.0","24","192.168.48.0","30","","","","17320700"
"EN EL EBAIS SAN ISIDRO DEL GUARCO. CARTAGO, EL GUARCO SAN ISIDRO, 200NORTE DE LA IGLESIA.","10.42.60.0","24","192.168.48.100","30","","","","17353870"
"EN EL EBAIS DE SANTA TERESITA DE ASERRI, UBICADO EN BARRIO SANTA TERESITA, COSTADO NORTE DE LA PLAZA DE DEPORTES.","10.42.28.0","24","192.168.48.104","30","","","","17352740"
"EN EL EBAIS SAN JERONIMO DE MORAVIA. UBICADO CONTIGUO AL SALON COMUNAL DE SAN JERONIMO.","10.42.199.0","24","192.168.48.112","30","","","","17352500"
"EN EL EBAIS DE EL CARMEN, GOICOECHEA DETRAS DE LA IGLESIA CATOLICA.","10.42.196.0","24","192.168.48.12","30","","","","17327250"
"EBAIS Laurel, Corredores. Diagonal a Cruz Roja","10.130.25.0","24","192.168.48.128","30","","","","17300318"
"EBAIS Norte, Ciudad Neilly. Detrás de la Iglesia Cuadrangular","10.130.28.0","24","192.168.48.136","30","","","","17300331"
"EBAIS Centro, Ciudad Neilly, Detras de la Iglesia Cuadrangular","10.130.27.0","24","192.168.48.200","30","","","","17300992"
"700 metros al sur de Taller Atencio, En el Ebais Villa Ligia, Perez Zeledon.","10.130.62.0","24","192.168.48.212","30","","","","17302185"
"EBAIS DE SANTA BARBARA EN DIRIA GUANACASTE.","10.30.31.0","24","192.168.48.220","30","","","","17301086"
"27 DE ABRIL, CONTIGUO A COOPECOMPRO, SANTA CRUZ GUANACASTE. EBAIS 27 DE ABRIL.","10.30.32.0","24","192.168.48.224","30","","","","17301094"
"GUANACASTE BAGACES 300OESTE DE LA 
IGLSIA CATOLICA, EBAIS LA FORTUNA.   ","10.30.65.0","24","192.168.48.228","30","","","","17301134"
"STA CECILIA DE LA CRUZ, GUANACASTE, EBAIS DE SANTA CECILIA.","10.30.76.0","24","192.168.48.236","30","","","","17301137"
"TILARAN ARENAL 50 O. 25 S. DE LA CENTRAL TELEFONICA, EN EL EBAIS NUEVO ARENAL.","10.30.72.0","24","192.168.48.240","30","","","","17301089"
"RIO NARANJO,BIJAGUA NUEVO EBAIS, UBICADO 300 MTS OESTE DE LA GAR Y 75 SUR,L-I. EBAIS RIO NARANJO.","10.30.104.0","24","192.168.48.244","30","","","","17301135"
"SAN MIGUEL DE CAÑAS DE LA ESCUELA 250 M.ESTE L.D.CENTRO INTEGRADO DE SALUD, EN EL EBAIS DE SAN MIGUEL.","10.30.50.0","24","192.168.48.248","30","","","","17301136"
"EBAIS DE CABUYA, COBANO, PUNTARENAS, DIAGONAL AL SUPER CHICHO, COBANO.
","10.90.40.0","24","192.168.48.32","30","","","","17352830"
"EN EL EBAIS DE GUAYABO, MOGOTE, BAGACES, FRENTE A LA PLAZA DE TOROS.","10.30.64.0","24","192.168.48.4","30","","","","17319250"
"EBAIS DE MONTES DE ORO, MIRAMAR, PUNTARENAS, FRENTE A EL HOGAR DE ANCIANOS FRAY CASIANO DE MADRID.","10.90.167.0","24","192.168.48.40","30","","","","17352560"
"PUNTARENAS, CHOMES, PITHAYA, EN EL EBAIS PITHAYA, FRENTE A LA IGLESIA CATOLICA.","10.90.60.0","24","192.168.48.60","30","","","","17307201"
"PUNTARENAS, MANZANILLO, DE LA PLAZA 50 SUR, COSTA DE PAJAROS EN EL EBAIS MANZANILLO","10.90.66.0","24","192.168.48.64","30","","","","17307581"
"EDIFICIO NUEVO DEL CAIS DE DESAMPARADOS, DIAGONAL AL CENTRO COMERCIAL DECOSURE, CARRETERA A ASERRI","10.48.0.0","24","192.168.48.8","30","","","","17322130"
"Puntarenas, Aguirre, Quepos, del Super Bolaños 100 N en LLorona, en el Ebais de Llorona","10.90.169.0","24","192.168.48.84","30","","","","17305942"
"EBAIS QUEBRADA GANADO, NARANJITO, AGUIRRE, PUNTARENAS. FRENTE A LA ESCUELA DE QUEBRADA GANADO.","10.90.130.0","24","192.168.48.92","30","","","","17355110"
"HEREDIA, SARAPIQUI, HORQUETAS,EN LA COMUNIDAD DE LA RAMBLA COSTADO ESTE DEL CENTRO EDUCATIVAO IDA, CARTAGENA, NOMBRE DEL EBAIS HORQUETAS 2, UNIDAD PROGRAMATICA 265002","10.70.163.0","24","192.168.49.104","30","","","","17302182"
"Finca 2, del salon comunal 50 oeste y 75N. Ebais FINCA 2","10.70.164.0","24","192.168.49.108","30","","","","17302195"
"Sarapiqui, Horquetas. Centro de la Localidad. SEDE CUBIJIQUI.","10.70.166.0","24","192.168.49.112","30","","","","17302179"
"300 m Norte y 10 Este de la Antigua Cooperativa, en el Ebais de Tierra Blanca","10.42.94.0","24","192.168.49.116","30","","","","17302159"
"Aserrí; San Gabriel. Costado norte de la Iglesia Católica.
EBAIS SAN GABRIEL","10.42.31.0","24","192.168.49.12","30","","","","17302219"
"Frente al parque de San Juan Norte (Cartago, Central,Corralillo), frente a v¿a principa, en el Ebais San Juan.","10.42.154.0","24","192.168.49.120","30","","","","17302157"
"Desamparados, Frailes. Diagonal a la plaza de deportes. EBAIS DE FRAILES.","10.42.156.0","24","192.168.49.124","30","","","","17302178"
"CORRALLILLO CARTAGO EN EL EDIFICIO DEL NUEVO EBAIS DE CORRALILLO CONTACTO EN SITIO ALEJANDRO CHAVESOBANDO TEL 25480322 / 25489139O.","10.42.155.0","24","192.168.49.128","30","","","","17302229"
"Cartago, Para¿so, Cach¿. Costado Sur  Plaza Deportes","10.42.110.0","24","192.168.49.136","30","","","","17302171"
"Cartago, Para?so, Santiago. costado oeste plaza de deporte. EBAIS SANTIAGO.","10.42.112.0","24","192.168.49.140","30","","","","17302169"
"Birrisito, Paraíso, Bar Rancho Azul, 100 E, 100 N, 200 E, en el Ebais  Parruás ","10.42.212.0","24","192.168.49.144","30","","","","17302154"
"ALAJUELA, SAN RAMÓN, SAN JUAN FRENTE A LA HERMITA, EBAIS SAN JUAN Y TEJARES","10.70.108.0","24","192.168.49.152","30","","","","17302745"
"EN EL EBAIS DE FILA GUINEA, COTO BRUS, PUNTARENAS.","10.130.42.0","24","192.168.49.156","30","","","","17302485"
"En la Sede Daniel Flores A y B, 125 metros al sur de la Plaza de Deportes de Palmares, en Perez Zeledon.","10.130.4.0","24","192.168.49.16","30","","","","17302194"
"ALAJUELA, SA RAMON, SAN RAFAEL, EN EL NUEVO EBAIS SAN RAFAEL","10.70.110.0","24","192.168.49.160","30","","","","17302746"
"ALAJUELA, SAN RAMON, SANTIAGO EN EL EBAIS SANTIAGO","10.70.201.0","24","192.168.49.164","30","","","","17302741"
"ALAJUELA, SAN RAMON, PIEDADES SUR EN EL EBAIS DE PIEDADES SUR ","10.70.111.0","24","192.168.49.168","30","","","","17305380"
"Diagonal al Salon Comunal de Bajo Rodriguez
EBAIS Bajo Rodríguez ","10.70.107.0","24","192.168.49.172","30","","","","17302545"
"EBAIS SAN ISIDRO PEÑAS BLANCAS. Contiguo al Cen cinai, EN PEÑAS BLANCAS.","10.70.202.0","24","192.168.49.176","30","","","","17302544"
"PROVINCIA ALAJUELA, REGION Central Norte, ÁREA DE SALUD San Ramón, Sede Chachagua, EBAIS DE Chachagua 
FRENTE REST LOS CAMPOS","10.70.203.0","24","192.168.49.180","30","","","","17302743"
"EBAIS LOS ANGELES SAN RAMOEN
Frente Iglesia Católica, EN LOS ANGELES DE SAN RAMON.","10.70.204.0","24","192.168.49.184","30","","","","17302543"
"100 sur de la Iglesia Cat¿lica, EN EL EBAIS DE CA¿AVERALES (CONCEPCION DE SAN RAMON).","10.70.205.0","24","192.168.49.188","30","","","","17302542"
"PROVINCIA ALAJUELA, REGION	Central Norte, ÁREA DE SALUD San Ramón, Sede La Piedra-San Isidro, EBAIS La Piedra-San Isidro 
","10.70.109.0","24","192.168.49.192","30","","","","17302744"
"Costado norte del Salón Comunal, EN MUSAS- SAN PEDRO DE SAN RAMON. EBAIS MUSAS","10.70.206.0","24","192.168.49.196","30","","","","17302541"
"Contiguo al salón comunal. EN EL EBAIS DE PEJIBAYE","10.130.8.0","24","192.168.49.20","30","","","","17302221"
"150 metros sur de la Iglesia Católica DE ZAPOTAL, EN EL EBAIS DE SAN ANTONIO DE ZAPOTAL.","10.70.207.0","24","192.168.49.200","30","","","","17302539"
"SAN RAMÓN, ALAJUELA, 75 mts oeste de la escuela Juan José Valverde Madrigal ubicada en Piedades Norte, en el Ebais de Piedades Norte ","10.70.208.0","24","192.168.49.204","30","","","","17303882"
"Localidad Mexico, 150 Sur de la escuela de Mexico de Upala. EBAIS MEXICO DE LAS DELICIAS.","10.30.19.0","24","192.168.49.208","30","","","","17302556"
"Localidad de Paraiso, 300 Metros al Sur de la escuela. eN EL EBAIS DE PARAISO.","10.30.20.0","24","192.168.49.212","30","","","","17302555"
"Contiguo al colegio en monterrey, en la fortuna de San Carlos. EN EL EBAIS DE MONTERREY.","10.150.41.0","24","192.168.49.216","30","","","","17302567"
"1 km sur de la iglesia católica en los Ángeles, en la Fortuna de San Carlos, EBAIS LOS ANGELES 1 Y 2.","10.150.42.0","24","192.168.49.220","30","","","","17302566"
"100 m este de la plaza de deportes en el Venado, la Fortuna de San Carlos, EN EL EBAIS DE VENADO.","10.150.43.0","24","192.168.49.224","30","","","","17302565"
"Costado Este de la Escuela Ricardo Vargas, o 400m norte de Pal¿, Los Chiles Frontera Norte","10.150.34.0","24","192.168.49.232","30","","","","17325791"
"100 ms norte de la estación de gasolina en el pavon,DE LOS CHILES; EN EL EBAIS DE PAVON.","10.150.35.0","24","192.168.49.236","30","","","","17302563"
"Contiguo a la escuela de la comunidad.
EBAIS LA GUARIA, EN PEREZ ZELEDON.","10.130.79.0","24","192.168.49.24","30","","","","17302223"
"Contiguo a la plaza de deportes en Los Lirios, en los Chiles, EN EL EBAIS LOS LIRIOS.","10.150.36.0","24","192.168.49.240","30","","","","17302562"
"De la escuela Medio Queso, 200 mts al norte, en el Ebais de Medio Queso de los Chiles de Alajuela.","10.150.37.0","24","192.168.49.244","30","","","","17319412"
"De la escuela Coquital 100 mts oeste y 100 mts norte, en los Chiles de Alajuela, En el Ebais de Coquital.","10.150.38.0","24","192.168.49.248","30","","","","17327292"
"EN EL EBAIS DE COOPEVEGA.","10.150.31.0","24","192.168.49.252","30","","","","17302561"
"Frente a la escuela de la comunidad.
EN EL EBAIS DE SAN PABLO DE PEREZ ZELEDON.","10.130.75.0","24","192.168.49.28","30","","","","17302222"
"100 metros al sur de la plaza de futbol. EN EL EBAIS DE SAN RAFAEL.","10.130.65.0","24","192.168.49.32","30","","","","17302224"
"100 metros al este de la Iglesia Católica. EBAIS DE CAJON EN PEREZ ZELEDON.","10.130.11.0","24","192.168.49.36","30","","","","17302225"
"Ebais San Juan 9 y 10, DE LA IGLESIA CATOLICA DE SAN JUAN DE DIOS DE DESAMPARADOS, 250 OESTE.","10.42.214.0","24","192.168.49.4","30","","","","17302202"
"SAN PEDRO DE PEREZ ZELEDON 75 OESTE DEL PARQUE, EN EL NUEVO EBAIS DE SAN PEDRO","10.130.12.0","24","192.168.49.40","30","","","","17302226"
"Sede General Viejo, 100 metros al norte de la Escuela, en Perez Zeledon.","10.130.15.0","24","192.168.49.44","30","","","","17302193"
"En el Ebais de Rivas, Diagonal al Templo Católico, Rivas, Perez Zeledon.","10.130.3.0","24","192.168.49.48","30","","","","17302192"
"En el Ebais Rio Nuevo, 200 metros al sur de la plaza de deportes, en Rio Nuevo de Perez Zeledon.","10.130.16.0","24","192.168.49.52","30","","","","17302191"
"En el Ebais de Baru, Frente a la Escuela José María Gutiérrez, Perez Zeledon.","10.130.7.0","24","192.168.49.56","30","","","","17302189"
"En el Ebais la Palma, 75 metros este del templo católico, Perez Zeledon.","10.130.66.0","24","192.168.49.64","30","","","","17302196"
"En el Ebais los Angeles,Costado oeste de la Escuela, en Perez Zeledon.","10.130.6.0","24","192.168.49.68","30","","","","17302187"
"Ebais de Pavones, Frente a la plaza de Deportes, en Perez Zeledon.","10.130.67.0","24","192.168.49.72","30","","","","17302186"
"100 metros oeste de la Escuela de Cangrejal de Acosta o bien costado oeste de la Ermita de ese mismo lugar
EN EL EBAIS DE CANGREJAL","10.42.5.0","24","192.168.49.76","30","","","","17302211"
"Aserrí, Monterrey.  50 mts antes de la plaza de Deportes. EBAIS MONTERREY","10.42.32.0","24","192.168.49.8","30","","","","17302218"
"San Jos¿, Hatillo 2. Del Liceo Brenes Mes¿n 100m este y 50m norte. EN EL EBAIS DE HATILLO 2","10.42.208.0","24","192.168.49.80","30","","","","17302209"
"100 m sur de la iglesia católica en boca de Arenal, en el Ebais de Boca del Arenal.","10.150.30.0","24","192.168.50.0","30","","","","17309312"
"PUNTARENAS, AGUIRRE, NARANJITO , 50 MTS Norte del Súper 2000, EN LA NUEVA SEDE DEL EBAIS NARANJITO","10.90.152.0","24","192.168.50.104","30","","","","17305542"
"PUNTARENAS, AGUIRRE, MATAPALO, CONTIGUO A LAS INSTALACIONES DEL CENCINAI, EN EL EBAIS MATAPALO","10.90.154.0","24","192.168.50.108","30","","","","17306342"
"PUNTARENAS, OSA, PALMAR Dentro de la Clinica de Palmar Sur, 350 m al oeste del puente sobre el Rio Terraba, Osa, Puntarenas.EN EL EBAIS PALMAR SUR","10.130.73.0","24","192.168.50.112","30","","","","17307152"
"PUNTARENAS, OSA PALMAR Costado Suroeste del Cementerio de Palmar Norte en EBAIS PALMAR NORTE","10.130.52.0","24","192.168.50.116","30","","","","17306711"
"PUNTARENAS, OSA CORTES, DIAGONAL A LA PLAZA DE DEPORTES DE CORONADO, EN EL EBAIS CORONADO","10.130.60.0","24","192.168.50.120","30","","","","17306501"
"PUNTARENAS OSA EN EL NUEVO EBAIS DE UVITA 150 NORESTE DEL BANCO COSTA RICA SOBRE CALLE UVITA","10.130.58.1","24","192.168.50.124","30","","","","17301401"
"PUNTARENAS, OSA, SIERPE, BRUNCA,Costado este de la Oficina de ASADA EBAIS DE SIERPE","10.130.54.0","24","192.168.50.128","30","","","","17307602"
"GUANACASTE, LIBERIA, NACAZCOLO, 800 E Y 150 S DEL CENCINAI DE GUARDIA EN EL EBAIS GUARDIA","10.30.10.0","24","192.168.50.136","30","","","","17304062"
"GUANCASTE, LIBERIA, CAÑAS DULCES, 300 ESTE DE LA ESCUELA DE CAÑAS DULCES, EN EL EBAIS DE CAÑAS DULCES","10.30.107.0","24","192.168.50.140","30","","","","17309502"
"EN EL EBAIS DE TEJARCILLOS, DE LA ESCUELA DE TEJARCILLOS 100MTS ESTE, FRENTE A TELEFONOS PUBLICOS.","10.42.16.0","24","192.168.50.152","30","","","","17302484"
"EN EL NUEVO EBAIS DE MAQUENCO DE NICOYA, GUANACASTE.","10.30.41.0","24","192.168.50.156","30","","","","17302174"
"Costado norte de la escuela en Katira, en el EBAIS KATIRA, en Gustuso de San Carlos.","10.150.25.0","24","192.168.50.16","30","","","","17302573"
"EN EL NUEVO EBAIS DE NAMBI DE NICOYA, GUANACASTE.","10.30.40.0","24","192.168.50.160","30","","","","17302173"
"EN EL NUEVO EBAIS DE SAN PEDRO DE CAÑAS, CONTIGUO A LA SUCURSAL DE LA CCSS. GUANACASTE.","10.30.52.0","24","192.168.50.164","30","","","","17302175"
"LIMON, 50 ESTE DE LA ESQUINA SURESTE DE LA CLINICA SAN JUAN, LOS COCOS, EDIFICIO DE LA PROVEDURIA. CONTACTO MARLON BARRIENTOS TEL 83303517","10.50.109.0","24","192.168.50.168","30","","","","17302506"
"Cartago, Tejar. En el nuevo local de la farmacia del AS del Guarco.","10.42.216.0","24","192.168.50.172","30","","","","17302505"
"BARRIO GONZALEZ LAHMAN, AVE 8 CALLES 21 Y 25, EDIFICIO LA CASONA, CCSS","10.16.15.0","24","192.168.50.176","30","","","","17302683"
"VALLE LA ESTRELLA EN GAVILAN FRENTE A LA ESCUELA EN EL EBAIS GAVILAN","10.50.112.0","24","192.168.50.192","30","","","","17302778"
"Lim¿n, Siquirres.  De las oficinas del Minaet, 3 km al noroeste y 450 mts sur.  500 mts sureste del R¿o Reventaz¿n, carretera a Lim¿n, a mano izquierda. ","10.53.0.0","16","192.168.50.196","30","","","","17309971"
